id,text,is_complaint_true
720,InfraStory InfraStory  @marinebharat · Indian  Railway,False
721,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
722,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
723,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · The wishes of the Bengaluru techies has been fulfilled - the new Mysuru Vande Bharat to Chennai shall stop at Krishnarajapuram. It will take only 3 hours 45 minutes from Chennai to K.R.Puram. #IndianRailways ,False
724,Sameer Sameer  @BesuraTaansane · The recent videos of Indian ,False
725,"CA Devang Maheshwari CA Devang Maheshwari  @equialpha · 13 Major sector and beneficiaries of BJP Manifesto 1) Affordable housing (AH) -
-HUDCO
-Tata Steel, JSW Steel
-Ultratech
-Ambuja
-Housing finance NBFC's

2) Tourism
- ",False
726,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
727,Mehul Fanawala Mehul Fanawala  @MehulFanawala · I had no idea Indian ,False
728,Silly Point Silly Point  @FarziCricketer · Indian  railway,False
729,"Fundamental Investor ™ Fundamental Investor ™  @FI_InvestIndia · I prefer traveling by Train across India (mainly no hurry or commitment). In the last few years, found Indian ",False
730,"The Indian Index The Indian Index  @Indian_Index · Railways Ministry is preparing a Detailed Project Report for the following 7 High-Speed Rail corridors: 1. Delhi – Varanasi (813 km)
2. Delhi – Ahmedabad (878 Km)
3. Mumbai – Nagpur (765 Km)
4. Mumbai – Hyderabad (671 Km)
5. Chennai – Bengaluru - Mysore (435 Km Approx.)
6.",False
731,"Darshit Patel Darshit Patel  @darshitpatel84 · Biggest  competitor of Indigo Airlines is not Air India.

Its Vande bharat + Tejas Express+ Shatabdi + Rajdhani + Duronto.

Basically Its Indian ",False
732,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
733,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
734,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
735,InfraStory InfraStory  @marinebharat · Things wrong with Indian Infra,False
736,Arun Arun  @indtravelphoto · Why does one need to go up a few stairs to get on an Indian ,False
737,"Ravi Ravi  @someonenewme2 · Chennai to Hyderabad 3rd AC lo book cheskunna, naa seat naaku vuntundantara mastaru!? #IndianRailways 30",False
738,InfraStory InfraStory  @marinebharat · Indian  Railway,False
739,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
740,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
741,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · The wishes of the Bengaluru techies has been fulfilled - the new Mysuru Vande Bharat to Chennai shall stop at Krishnarajapuram. It will take only 3 hours 45 minutes from Chennai to K.R.Puram. #IndianRailways ,False
742,Sameer Sameer  @BesuraTaansane · The recent videos of Indian ,False
743,"CA Devang Maheshwari CA Devang Maheshwari  @equialpha · 13 Major sector and beneficiaries of BJP Manifesto 1) Affordable housing (AH) -
-HUDCO
-Tata Steel, JSW Steel
-Ultratech
-Ambuja
-Housing finance NBFC's

2) Tourism
- ",False
744,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
745,Mehul Fanawala Mehul Fanawala  @MehulFanawala · I had no idea Indian ,False
746,Silly Point Silly Point  @FarziCricketer · Indian  railway,False
747,"Fundamental Investor ™ Fundamental Investor ™  @FI_InvestIndia · I prefer traveling by Train across India (mainly no hurry or commitment). In the last few years, found Indian ",False
748,"The Indian Index The Indian Index  @Indian_Index · Railways Ministry is preparing a Detailed Project Report for the following 7 High-Speed Rail corridors: 1. Delhi – Varanasi (813 km)
2. Delhi – Ahmedabad (878 Km)
3. Mumbai – Nagpur (765 Km)
4. Mumbai – Hyderabad (671 Km)
5. Chennai – Bengaluru - Mysore (435 Km Approx.)
6.",False
749,"Darshit Patel Darshit Patel  @darshitpatel84 · Biggest  competitor of Indigo Airlines is not Air India.

Its Vande bharat + Tejas Express+ Shatabdi + Rajdhani + Duronto.

Basically Its Indian ",False
750,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
751,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
752,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
753,InfraStory InfraStory  @marinebharat · Things wrong with Indian Infra,False
754,Arun Arun  @indtravelphoto · Why does one need to go up a few stairs to get on an Indian ,False
755,"Ravi Ravi  @someonenewme2 · Chennai to Hyderabad 3rd AC lo book cheskunna, naa seat naaku vuntundantara mastaru!? #IndianRailways 30",False
756,InfraStory InfraStory  @marinebharat · Indian  Railway,False
757,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
758,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
759,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · The wishes of the Bengaluru techies has been fulfilled - the new Mysuru Vande Bharat to Chennai shall stop at Krishnarajapuram. It will take only 3 hours 45 minutes from Chennai to K.R.Puram. #IndianRailways ,False
760,Sameer Sameer  @BesuraTaansane · The recent videos of Indian ,False
761,"CA Devang Maheshwari CA Devang Maheshwari  @equialpha · 13 Major sector and beneficiaries of BJP Manifesto 1) Affordable housing (AH) -
-HUDCO
-Tata Steel, JSW Steel
-Ultratech
-Ambuja
-Housing finance NBFC's

2) Tourism
- ",False
762,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
763,Mehul Fanawala Mehul Fanawala  @MehulFanawala · I had no idea Indian ,False
764,Silly Point Silly Point  @FarziCricketer · Indian  railway,False
765,"Fundamental Investor ™ Fundamental Investor ™  @FI_InvestIndia · I prefer traveling by Train across India (mainly no hurry or commitment). In the last few years, found Indian ",False
766,"The Indian Index The Indian Index  @Indian_Index · Railways Ministry is preparing a Detailed Project Report for the following 7 High-Speed Rail corridors: 1. Delhi – Varanasi (813 km)
2. Delhi – Ahmedabad (878 Km)
3. Mumbai – Nagpur (765 Km)
4. Mumbai – Hyderabad (671 Km)
5. Chennai – Bengaluru - Mysore (435 Km Approx.)
6.",False
767,"Darshit Patel Darshit Patel  @darshitpatel84 · Biggest  competitor of Indigo Airlines is not Air India.

Its Vande bharat + Tejas Express+ Shatabdi + Rajdhani + Duronto.

Basically Its Indian ",False
768,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
769,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
770,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
771,InfraStory InfraStory  @marinebharat · Things wrong with Indian Infra,False
772,Arun Arun  @indtravelphoto · Why does one need to go up a few stairs to get on an Indian ,False
773,"Ravi Ravi  @someonenewme2 · Chennai to Hyderabad 3rd AC lo book cheskunna, naa seat naaku vuntundantara mastaru!? #IndianRailways 30",False
774,InfraStory InfraStory  @marinebharat · Indian  Railway,False
775,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
776,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
777,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · The wishes of the Bengaluru techies has been fulfilled - the new Mysuru Vande Bharat to Chennai shall stop at Krishnarajapuram. It will take only 3 hours 45 minutes from Chennai to K.R.Puram. #IndianRailways ,False
778,Sameer Sameer  @BesuraTaansane · The recent videos of Indian ,False
779,"CA Devang Maheshwari CA Devang Maheshwari  @equialpha · 13 Major sector and beneficiaries of BJP Manifesto 1) Affordable housing (AH) -
-HUDCO
-Tata Steel, JSW Steel
-Ultratech
-Ambuja
-Housing finance NBFC's

2) Tourism
- ",False
780,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
781,Mehul Fanawala Mehul Fanawala  @MehulFanawala · I had no idea Indian ,False
782,Silly Point Silly Point  @FarziCricketer · Indian  railway,False
783,"Fundamental Investor ™ Fundamental Investor ™  @FI_InvestIndia · I prefer traveling by Train across India (mainly no hurry or commitment). In the last few years, found Indian ",False
784,"The Indian Index The Indian Index  @Indian_Index · Railways Ministry is preparing a Detailed Project Report for the following 7 High-Speed Rail corridors: 1. Delhi – Varanasi (813 km)
2. Delhi – Ahmedabad (878 Km)
3. Mumbai – Nagpur (765 Km)
4. Mumbai – Hyderabad (671 Km)
5. Chennai – Bengaluru - Mysore (435 Km Approx.)
6.",False
785,"Darshit Patel Darshit Patel  @darshitpatel84 · Biggest  competitor of Indigo Airlines is not Air India.

Its Vande bharat + Tejas Express+ Shatabdi + Rajdhani + Duronto.

Basically Its Indian ",False
786,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
787,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
788,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
789,InfraStory InfraStory  @marinebharat · Things wrong with Indian Infra,False
790,Arun Arun  @indtravelphoto · Why does one need to go up a few stairs to get on an Indian ,False
791,"Ravi Ravi  @someonenewme2 · Chennai to Hyderabad 3rd AC lo book cheskunna, naa seat naaku vuntundantara mastaru!? #IndianRailways 30",False
792,InfraStory InfraStory  @marinebharat · Indian  Railway,False
793,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
794,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
795,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · The wishes of the Bengaluru techies has been fulfilled - the new Mysuru Vande Bharat to Chennai shall stop at Krishnarajapuram. It will take only 3 hours 45 minutes from Chennai to K.R.Puram. #IndianRailways ,False
796,Sameer Sameer  @BesuraTaansane · The recent videos of Indian ,False
797,"CA Devang Maheshwari CA Devang Maheshwari  @equialpha · 13 Major sector and beneficiaries of BJP Manifesto 1) Affordable housing (AH) -
-HUDCO
-Tata Steel, JSW Steel
-Ultratech
-Ambuja
-Housing finance NBFC's

2) Tourism
- ",False
798,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
799,Mehul Fanawala Mehul Fanawala  @MehulFanawala · I had no idea Indian ,False
800,Silly Point Silly Point  @FarziCricketer · Indian  railway,False
801,"Fundamental Investor ™ Fundamental Investor ™  @FI_InvestIndia · I prefer traveling by Train across India (mainly no hurry or commitment). In the last few years, found Indian ",False
802,"The Indian Index The Indian Index  @Indian_Index · Railways Ministry is preparing a Detailed Project Report for the following 7 High-Speed Rail corridors: 1. Delhi – Varanasi (813 km)
2. Delhi – Ahmedabad (878 Km)
3. Mumbai – Nagpur (765 Km)
4. Mumbai – Hyderabad (671 Km)
5. Chennai – Bengaluru - Mysore (435 Km Approx.)
6.",False
803,"Darshit Patel Darshit Patel  @darshitpatel84 · Biggest  competitor of Indigo Airlines is not Air India.

Its Vande bharat + Tejas Express+ Shatabdi + Rajdhani + Duronto.

Basically Its Indian ",False
804,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
805,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
806,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
807,InfraStory InfraStory  @marinebharat · Things wrong with Indian Infra,False
808,Arun Arun  @indtravelphoto · Why does one need to go up a few stairs to get on an Indian ,False
809,"Ravi Ravi  @someonenewme2 · Chennai to Hyderabad 3rd AC lo book cheskunna, naa seat naaku vuntundantara mastaru!? #IndianRailways 30",False
810,InfraStory InfraStory  @marinebharat · Indian  Railway,False
811,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
812,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
813,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · The wishes of the Bengaluru techies has been fulfilled - the new Mysuru Vande Bharat to Chennai shall stop at Krishnarajapuram. It will take only 3 hours 45 minutes from Chennai to K.R.Puram. #IndianRailways ,False
814,Sameer Sameer  @BesuraTaansane · The recent videos of Indian ,False
815,"CA Devang Maheshwari CA Devang Maheshwari  @equialpha · 13 Major sector and beneficiaries of BJP Manifesto 1) Affordable housing (AH) -
-HUDCO
-Tata Steel, JSW Steel
-Ultratech
-Ambuja
-Housing finance NBFC's

2) Tourism
- ",False
816,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
817,Mehul Fanawala Mehul Fanawala  @MehulFanawala · I had no idea Indian ,False
818,Silly Point Silly Point  @FarziCricketer · Indian  railway,False
819,"Fundamental Investor ™ Fundamental Investor ™  @FI_InvestIndia · I prefer traveling by Train across India (mainly no hurry or commitment). In the last few years, found Indian ",False
820,"The Indian Index The Indian Index  @Indian_Index · Railways Ministry is preparing a Detailed Project Report for the following 7 High-Speed Rail corridors: 1. Delhi – Varanasi (813 km)
2. Delhi – Ahmedabad (878 Km)
3. Mumbai – Nagpur (765 Km)
4. Mumbai – Hyderabad (671 Km)
5. Chennai – Bengaluru - Mysore (435 Km Approx.)
6.",False
821,"Darshit Patel Darshit Patel  @darshitpatel84 · Biggest  competitor of Indigo Airlines is not Air India.

Its Vande bharat + Tejas Express+ Shatabdi + Rajdhani + Duronto.

Basically Its Indian ",False
822,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
823,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
824,InfraStory InfraStory  @marinebharat · Things wrong with Indian Infra,False
825,InfraStory InfraStory  @marinebharat · Things wrong with Indian Infra,False
826,InfraStory InfraStory  @marinebharat · Things wrong with Indian Infra,False
827,Arun Arun  @indtravelphoto · Why does one need to go up a few stairs to get on an Indian ,False
828,Arun Arun  @indtravelphoto · Why does one need to go up a few stairs to get on an Indian ,False
829,Arun Arun  @indtravelphoto · Why does one need to go up a few stairs to get on an Indian ,False
830,"Ravi Ravi  @someonenewme2 · Chennai to Hyderabad 3rd AC lo book cheskunna, naa seat naaku vuntundantara mastaru!? #IndianRailways 30",False
831,"Ravi Ravi  @someonenewme2 · Chennai to Hyderabad 3rd AC lo book cheskunna, naa seat naaku vuntundantara mastaru!? #IndianRailways 30",False
832,"Ravi Ravi  @someonenewme2 · Chennai to Hyderabad 3rd AC lo book cheskunna, naa seat naaku vuntundantara mastaru!? #IndianRailways 30",False
833,InfraStory InfraStory  @marinebharat · Indian  Railway,False
834,InfraStory InfraStory  @marinebharat · Indian  Railway,False
835,InfraStory InfraStory  @marinebharat · Indian  Railway,False
836,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
837,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
838,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
839,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
840,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
841,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
842,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · The wishes of the Bengaluru techies has been fulfilled - the new Mysuru Vande Bharat to Chennai shall stop at Krishnarajapuram. It will take only 3 hours 45 minutes from Chennai to K.R.Puram. #IndianRailways ,False
843,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · The wishes of the Bengaluru techies has been fulfilled - the new Mysuru Vande Bharat to Chennai shall stop at Krishnarajapuram. It will take only 3 hours 45 minutes from Chennai to K.R.Puram. #IndianRailways ,False
844,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · The wishes of the Bengaluru techies has been fulfilled - the new Mysuru Vande Bharat to Chennai shall stop at Krishnarajapuram. It will take only 3 hours 45 minutes from Chennai to K.R.Puram. #IndianRailways ,False
845,Sameer Sameer  @BesuraTaansane · The recent videos of Indian ,False
846,Sameer Sameer  @BesuraTaansane · The recent videos of Indian ,False
847,Sameer Sameer  @BesuraTaansane · The recent videos of Indian ,False
848,"CA Devang Maheshwari CA Devang Maheshwari  @equialpha · 13 Major sector and beneficiaries of BJP Manifesto 1) Affordable housing (AH) -
-HUDCO
-Tata Steel, JSW Steel
-Ultratech
-Ambuja
-Housing finance NBFC's

2) Tourism
- ",False
849,"CA Devang Maheshwari CA Devang Maheshwari  @equialpha · 13 Major sector and beneficiaries of BJP Manifesto 1) Affordable housing (AH) -
-HUDCO
-Tata Steel, JSW Steel
-Ultratech
-Ambuja
-Housing finance NBFC's

2) Tourism
- ",False
850,"CA Devang Maheshwari CA Devang Maheshwari  @equialpha · 13 Major sector and beneficiaries of BJP Manifesto 1) Affordable housing (AH) -
-HUDCO
-Tata Steel, JSW Steel
-Ultratech
-Ambuja
-Housing finance NBFC's

2) Tourism
- ",False
851,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
852,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
853,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
854,Mehul Fanawala Mehul Fanawala  @MehulFanawala · I had no idea Indian ,False
855,Mehul Fanawala Mehul Fanawala  @MehulFanawala · I had no idea Indian ,False
856,Mehul Fanawala Mehul Fanawala  @MehulFanawala · I had no idea Indian ,False
857,Silly Point Silly Point  @FarziCricketer · Indian  railway,False
858,Silly Point Silly Point  @FarziCricketer · Indian  railway,False
859,Silly Point Silly Point  @FarziCricketer · Indian  railway,False
860,"Doolally Doolally  @godoolally · 6. Literally meaning, ""Mirror of the Sky"" in Urdu, it was built in the shape of a scorpion with 2 stings spread out as wings. Which architectural marvel is this, that is also given recognition by the South Central Railways of the",False
861,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
862,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
863,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
864,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
865,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide · Mumbai-Ahmedabad Bullet train project completion date depends on award of all tenders. ( Indian ,False
866,News Arena India News Arena India  @NewsArenaIndia · Indian  Railways,False
867,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · There are many shortcomings in the service of #IndianRailways ,False
868,ANI ANI  @ANI · 19 trains to and from Delhi are running late due to operational reasons and fog conditions in some parts of north India: Indian ,False
869,"Doolally Doolally  @godoolally · 6. Literally meaning, ""Mirror of the Sky"" in Urdu, it was built in the shape of a scorpion with 2 stings spread out as wings. Which architectural marvel is this, that is also given recognition by the South Central Railways of the",False
870,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
871,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
872,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
873,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
874,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide · Mumbai-Ahmedabad Bullet train project completion date depends on award of all tenders. ( Indian ,False
875,News Arena India News Arena India  @NewsArenaIndia · Indian  Railways,False
876,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · There are many shortcomings in the service of #IndianRailways ,False
877,ANI ANI  @ANI · 19 trains to and from Delhi are running late due to operational reasons and fog conditions in some parts of north India: Indian ,False
878,"Doolally Doolally  @godoolally · 6. Literally meaning, ""Mirror of the Sky"" in Urdu, it was built in the shape of a scorpion with 2 stings spread out as wings. Which architectural marvel is this, that is also given recognition by the South Central Railways of the",False
879,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
880,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
881,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
882,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
883,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide · Mumbai-Ahmedabad Bullet train project completion date depends on award of all tenders. ( Indian ,False
884,News Arena India News Arena India  @NewsArenaIndia · Indian  Railways,False
885,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · There are many shortcomings in the service of #IndianRailways ,False
886,ANI ANI  @ANI · 19 trains to and from Delhi are running late due to operational reasons and fog conditions in some parts of north India: Indian ,False
887,"Doolally Doolally  @godoolally · 6. Literally meaning, ""Mirror of the Sky"" in Urdu, it was built in the shape of a scorpion with 2 stings spread out as wings. Which architectural marvel is this, that is also given recognition by the South Central Railways of the",False
888,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
889,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
890,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
891,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
892,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide · Mumbai-Ahmedabad Bullet train project completion date depends on award of all tenders. ( Indian ,False
893,News Arena India News Arena India  @NewsArenaIndia · Indian  Railways,False
894,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · There are many shortcomings in the service of #IndianRailways ,False
895,ANI ANI  @ANI · 19 trains to and from Delhi are running late due to operational reasons and fog conditions in some parts of north India: Indian ,False
896,"Doolally Doolally  @godoolally · 6. Literally meaning, ""Mirror of the Sky"" in Urdu, it was built in the shape of a scorpion with 2 stings spread out as wings. Which architectural marvel is this, that is also given recognition by the South Central Railways of the",False
897,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
898,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
899,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
900,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
901,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide · Mumbai-Ahmedabad Bullet train project completion date depends on award of all tenders. ( Indian ,False
902,News Arena India News Arena India  @NewsArenaIndia · Indian  Railways,False
903,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · There are many shortcomings in the service of #IndianRailways ,False
904,ANI ANI  @ANI · 19 trains to and from Delhi are running late due to operational reasons and fog conditions in some parts of north India: Indian ,False
905,"Doolally Doolally  @godoolally · 6. Literally meaning, ""Mirror of the Sky"" in Urdu, it was built in the shape of a scorpion with 2 stings spread out as wings. Which architectural marvel is this, that is also given recognition by the South Central Railways of the",False
906,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
907,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
908,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
909,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
910,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide · Mumbai-Ahmedabad Bullet train project completion date depends on award of all tenders. ( Indian ,False
911,News Arena India News Arena India  @NewsArenaIndia · Indian  Railways,False
912,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · There are many shortcomings in the service of #IndianRailways ,False
913,ANI ANI  @ANI · 19 trains to and from Delhi are running late due to operational reasons and fog conditions in some parts of north India: Indian ,False
914,"Doolally Doolally  @godoolally · 6. Literally meaning, ""Mirror of the Sky"" in Urdu, it was built in the shape of a scorpion with 2 stings spread out as wings. Which architectural marvel is this, that is also given recognition by the South Central Railways of the",False
915,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
916,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
917,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
918,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
919,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide · Mumbai-Ahmedabad Bullet train project completion date depends on award of all tenders. ( Indian ,False
920,News Arena India News Arena India  @NewsArenaIndia · Indian  Railways,False
921,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · There are many shortcomings in the service of #IndianRailways ,False
922,ANI ANI  @ANI · 19 trains to and from Delhi are running late due to operational reasons and fog conditions in some parts of north India: Indian ,False
923,"Doolally Doolally  @godoolally · 6. Literally meaning, ""Mirror of the Sky"" in Urdu, it was built in the shape of a scorpion with 2 stings spread out as wings. Which architectural marvel is this, that is also given recognition by the South Central Railways of the",False
924,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
925,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
926,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
927,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
928,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide · Mumbai-Ahmedabad Bullet train project completion date depends on award of all tenders. ( Indian ,False
